sp_tpl,tpl_authority,order,family,genus,Lifeform,Seed.mass,Precip_Avg,Precip_SD,support,woodiness,nfixing,dormancy,lifeform_baskin,biome,table,rank,duplicated_sp,dormancy_g3,dormancy_g2
Acacia acanthoclada,F.Muell.,Fabales,Fabaceae,Acacia,Woody,4.0484,477,117.8294574,F,NA,NA,NA,NA,NA,NA,NA,no,NA,NA
Acacia acinacea,Lindl.,Fabales,Fabaceae,Acacia,Woody,10.7,1055.5,346.3178295,F,NA,Yes,NA,NA,NA,NA,NA,no,NA,NA
Acacia acuminata,Benth.,Fabales,Fabaceae,Acacia,Woody,15.2,644.5,187.0155039,F,W,Yes,PY,tree,matorral,1001,6208,no,PY,PY
Acacia ancistrocarpa,Maiden & Blakeley,Fabales,Fabaceae,Acacia,Woody,36.67,815.5,244.379845,F,W,Yes,NA,NA,NA,NA,NA,no,NA,NA
Acacia binata,Maslin,Fabales,Fabaceae,Acacia,Woody,NA,507.5,60.65891473,F,NA,NA,NA,NA,NA,NA,NA,no,NA,NA
Acacia brachybotrya,Benth.,Fabales,Fabaceae,Acacia,Woody,21.42,536.5,144.7674419,F,W,Yes,NA,NA,NA,NA,NA,no,NA,NA
Acacia cochlearis,(Labill.) Wendl.,Fabales,Fabaceae,Acacia,Woody,7.1596,691.5,205.2325581,F,NA,NA,NA,NA,NA,NA,NA,no,NA,NA
Acacia consobrina,R.S.Cowan & Maslin,Fabales,Fabaceae,Acacia,Woody,NA,489,77.13178295,F,NA,NA,NA,NA,NA,NA,NA,no,NA,NA
Acacia constricta,A.Gray,Fabales,Fabaceae,Acacia,Woody,13,1458.5,506.7829457,NA,NA,NA,PY,tree,"hot semidesert, desert",927,5604,no,PY,PY
Acacia cupularis,Domin,Fabales,Fabaceae,Acacia,Woody,16.2273,746,217.8294574,F,NA,NA,NA,NA,NA,NA,NA,no,NA,NA
Acacia cyclops,G.Don,Fabales,Fabaceae,Acacia,Woody,30.3,643,242.6356589,F,W,Yes,PY,shrub,matorral,1002,6403,no,PY,PY
Acacia declinata,R.S.Cowan & Maslin,Fabales,Fabaceae,Acacia,Woody,2.1964,447,84.10852713,F,NA,NA,NA,NA,NA,NA,NA,no,NA,NA
Acacia ehrenbergiana,Hayne,Fabales,Fabaceae,Acacia,Woody,21.7217,455,175.9689922,F,NA,Yes,ND,tree,"tropical savannas (dry woodlands,grasslands)",923,4712,yes,ND,ND
Acacia gerrardii,Benth.,Fabales,Fabaceae,Acacia,Woody,80.57,804.5,295.1550388,F,W,Yes,PY,tree,"tropical savannas (dry woodlands,grasslands)",923,4718,no,PY,PY
Acacia glaucoptera,Benth.,Fabales,Fabaceae,Acacia,Woody,3.9158,597.5,129.2635659,F,W,Yes,NA,NA,NA,NA,NA,no,NA,NA
Acacia gonophylla,Benth.,Fabales,Fabaceae,Acacia,Woody,7.6918,466,77.51937984,F,NA,NA,NA,NA,NA,NA,NA,no,NA,NA
Acacia greggii,A.Gray,Fabales,Fabaceae,Acacia,Woody,101.2,473.5,162.5968992,F,W,No,PY,tree,"hot semidesert, desert",927,5608,no,PY,PY
Acacia harveyi,Benth.,Fabales,Fabaceae,Acacia,Woody,12.02,630.5,180.4263566,F,NA,Yes,NA,NA,NA,NA,NA,no,NA,NA
Acacia hilliana,Maiden,Fabales,Fabaceae,Acacia,Woody,6.0658,619,158.5271318,F,NA,Yes,NA,NA,NA,NA,NA,no,NA,NA
Acacia inaequilatera,Domin,Fabales,Fabaceae,Acacia,Woody,41.9844,427,91.86046512,F,NA,NA,NA,NA,NA,NA,NA,no,NA,NA
Acacia lasiocalyx,C.R.P.Andrews,Fabales,Fabaceae,Acacia,Woody,5.02,653,160.0775194,F,W,NA,NA,NA,NA,NA,NA,no,NA,NA
Acacia ligulata,Benth.,Fabales,Fabaceae,Acacia,Woody,27.6,777.5,251.744186,F,W,Yes,PY,shrub,"tropical savannas (dry woodlands,grasslands)",924,5117,no,PY,PY
Acacia maxwellii,Maiden & Blakeley,Fabales,Fabaceae,Acacia,Woody,NA,608,125.1937984,F,NA,NA,NA,NA,NA,NA,NA,no,NA,NA
Acacia microbotrya,Benth.,Fabales,Fabaceae,Acacia,Woody,28.678,684.5,187.7906977,F,W,Yes,NA,NA,NA,NA,NA,no,NA,NA
Acacia myrtifolia,(Sm.) Willd.,Fabales,Fabaceae,Acacia,Woody,9.5,1244,419.379845,F,W,Yes,PY,shrub,matorral,1002,6419,no,PY,PY
Acacia patagiata,R.S.Cowan & Maslin,Fabales,Fabaceae,Acacia,Woody,NA,443.5,85.46511628,F,NA,Yes,NA,NA,NA,NA,NA,no,NA,NA
Acacia pinguiculosa,R.S.Cowan & Maslin,Fabales,Fabaceae,Acacia,Woody,2.2824,503,63.56589147,F,NA,NA,NA,NA,NA,NA,NA,no,NA,NA
Acacia pulchella,R.Br.,Fabales,Fabaceae,Acacia,Woody,5.1,752.5,228.875969,F,W,Yes,PY,shrub,matorral,1002,6425,no,PY,PY
Acacia pycnantha,Benth.,Fabales,Fabaceae,Acacia,Woody,18.2,1024.5,358.3333333,F,W,Yes,PY,shrub,matorral,1002,6426,no,PY,PY
Acacia redolens,Maslin,Fabales,Fabaceae,Acacia,Woody,6.1192,586,147.2868217,F,NA,Yes,NA,NA,NA,NA,NA,no,NA,NA
Acacia saligna,(Labill.) Wendl.,Fabales,Fabaceae,Acacia,Woody,16.9,1319.5,510.6589147,F,W,Yes,PY,tree,matorral,1001,6216,yes,PY,PY
Acacia stellaticeps,"""Kodela, Tindale & D.A.Keith""",Fabales,Fabaceae,Acacia,Woody,13.414,713.5,196.3178295,F,NA,NA,NA,NA,NA,NA,NA,no,NA,NA
Acacia stipuligera,F.Muell.,Fabales,Fabaceae,Acacia,Woody,10.2418,764,215.8914729,F,W,Yes,PY,shrub,"tropical savannas (dry woodlands,grasslands)",924,5129,yes,PY,PY
Acacia subcaerulea,Lindl.,Fabales,Fabaceae,Acacia,Woody,34.9348,652.5,140.503876,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA
Acacia sulcata,R.Br.,Fabales,Fabaceae,Acacia,Woody,2.65044,791,194.1860465,F,NA,Yes,NA,NA,NA,NA,NA,no,NA,NA
Acacia tetragonophylla,F.Muell.,Fabales,Fabaceae,Acacia,Woody,NA,580.5,113.372093,NA,NA,NA,PY,shrub,matorral,1002,6436,yes,PY,PY
Acacia tortilis,(Forssk.) Hayne,Fabales,Fabaceae,Acacia,Woody,38.5,621.5,238.1782946,F,W,Yes,PY,tree,"tropical savannas (dry woodlands,grasslands)",923,4739,yes,PY,PY
Acacia varia,Maslin,Fabales,Fabaceae,Acacia,Woody,4.1664,755.5,157.1705426,F,NA,NA,NA,NA,NA,NA,NA,no,NA,NA
Achillea collina,(Becker ex Rchb.f.) Heimerl,Asterales,Asteraceae,Achillea,Forb,0.143,1120,296.124031,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA
Achillea millefolium,L.,Asterales,Asteraceae,Achillea,Forb,0.2,2124.5,815.3100775,F,H,No,ND,herb-weed,temperate deciduous forest,1019,10327,yes,ND,ND
Achillea nobilis,L.,Asterales,Asteraceae,Achillea,Forb,0.1672,1575,495.7364341,F,H,NA,NA,NA,NA,NA,NA,no,NA,NA
Actinostrobus pyramidalis,Miq.,Pinales,Cupressaceae,Actinostrobus,Woody,21.34,956.5,223.8372093,F,W,NA,NA,NA,NA,NA,NA,no,NA,NA
Agrimonia eupatoria,L.,Rosales,Rosaceae,Agrimonia,Forb,13,1548,504.6511628,F,H,No,NA,NA,NA,NA,NA,no,NA,PD
Agriophyllum squarrosum,(L.) Moq.,Caryophyllales,Amaranthaceae,Agriophyllum,Forb,NA,347.5,121.5116279,NA,NA,NA,ND,Herbaceous/Shrub,Non-Saline Sands,1120,13515,yes,ND,ND
Agropyron cristatum,(L.) Gaertn.,Poales,Poaceae,Agropyron,Graminoid,1.7,961.5,357.5581395,F,H,NA,PD,Herbaceous/Shrub,Non-Saline Sands,1120,13516,yes,PD,PD
Agropyron NA,,Poales,Poaceae,Agropyron,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,PD,PD
Agrostis capillaris,L.,Poales,Poaceae,Agrostis,Graminoid,0.075,2963,1071.317829,F,H,No,PD,herbaceous weed,"boreal, north-temperatured subalpine",1032,12241,no,PD,PD
Aizoon canariense,L.,Caryophyllales,Aizoaceae,Aizoon,Forb,0.186,601.5,230.4263566,F,NA,NA,NA,NA,NA,NA,NA,no,NA,NA
Allium textile,A.Nelson & J.F.Macbr.,Asparagales,Amaryllidaceae,Allium,Forb,2.523,484,115.503876,F,H,NA,NA,NA,NA,NA,NA,no,NA,NA
Allocasuarina acutivalvis,(F.Muell.) L.A.S.Johnson,Fagales,Casuarinaceae,Allocasuarina,Woody,2.3176,530,131.3953488,F,W,NA,NA,NA,NA,NA,NA,no,NA,NA
Allocasuarina huegeliana,(Miq.) L.A.S.Johnson,Fagales,Casuarinaceae,Allocasuarina,Woody,2.16,2331,830.620155,F,W,Yes,NA,NA,NA,NA,NA,no,NA,NA
Allocasuarina humilis,(Otto & A.Dietr.) L.A.S.Johnson,Fagales,Casuarinaceae,Allocasuarina,Woody,2.7,748,182.5581395,F,W,NA,PD,shrub,matorral,1002,6458,no,PD,PD
Allocasuarina lehmanniana,(Miq.) L.A.S.Johnson,Fagales,Casuarinaceae,Allocasuarina,Woody,NA,1058.5,330.8139535,F,W,NA,NA,NA,NA,NA,NA,no,NA,NA
Allocasuarina luehmannii,(R.T.Baker) L.A.S.Johnson,Fagales,Casuarinaceae,Allocasuarina,Woody,1.622,1407.5,440.503876,F,W,NA,ND,tree,"tropical savannas (dry woodlands,grasslands)",923,4770,no,ND,ND
Allocasuarina thuyoides,(Miq.) L.A.S.Johnson,Fagales,Casuarinaceae,Allocasuarina,Woody,1.1708,696,177.5193798,F,W,NA,NA,NA,NA,NA,NA,no,NA,NA
Allocasuarina verticillata,(Lam.) L.A.S.Johnson,Fagales,Casuarinaceae,Allocasuarina,Woody,4,1349,451.9379845,F,W,Yes,PD,tree,moist warm temperate woodlands,1010,8461,no,PD,PD
Amaranthus retroflexus,L.,Caryophyllales,Amaranthaceae,Amaranthus,Forb,0.4,1354.5,525,F,H,No,PD,herb-weed,temperate deciduous forest,1019,10339,no,PD,PD
Amauriopsis dissecta,(A.Gray) Rydb.,Asterales,Asteraceae,Amauriopsis,,0.4972,564.5,165.3100775,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA
Amburana cearensis,(Allemao) A.C.Sm.,Fabales,Fabaceae,Amburana,Woody,NA,1706.5,600.1937984,F,W,No,ND,Tree,Tropical Deciduous,918,4305,no,ND,ND
Amphibolia rupis-arcuatae,(Dinter) H.E.K.Hartmann,Caryophyllales,Aizoaceae,Amphibolia,Succulent,0.2176,126,42.24806202,F,NA,NA,NA,NA,NA,NA,NA,no,NA,NA
Anacyclus clavatus,(Desf.) Pers.,Asterales,Asteraceae,Anacyclus,Forb,0.6,709,262.4031008,F,NA,NA,NA,NA,NA,NA,NA,no,NA,NA
Anchusa arvensis,(L.) M.Bieb.,Boraginales,Boraginaceae,Anchusa,,NA,1294.5,483.9147287,NA,NA,NA,PD,herbaceous,"boreal, north-temperatured subalpine",1032,12598,no,PD,PD
Andropogon gerardii,Vitman,Poales,Poaceae,Andropogon,Graminoid,2.32,1526.5,541.2790698,F,H,No,PD,graminoid,temperate grassland,1025,11120,no,PD,PD
Anthospermum spathulatum,Spreng.,Gentianales,Rubiaceae,Anthospermum,Woody,1.3884,581,200.3875969,F,NA,NA,NA,NA,NA,NA,NA,no,NA,PD
Anthriscus sylvestris,(L.) Hoffm.,Apiales,Apiaceae,Anthriscus,Forb,3.72,1509,531.0077519,F,H,No,MPD,herb-weed,temperate deciduous forest,1019,10352,no,MPD,MPD
Anthyllis terniflora,(Lag.) Pau,Fabales,Fabaceae,Anthyllis,Forb,NA,481.5,101.744186,NA,NA,NA,NA,NA,NA,NA,NA,no,PY,PY
Anthyllis vulneraria,L.,Fabales,Fabaceae,Anthyllis,Forb,3.14,1415,477.9069767,F,H,Yes,PY,herb,matorral,1004,7772,yes,PY,PY
Arctotis acaulis,L.,Asterales,Asteraceae,Arctotis,Forb,5.7,694.5,222.6744186,F,H,NA,NA,NA,NA,NA,NA,no,NA,PD
Arenaria serpyllifolia,L.,Caryophyllales,Caryophyllaceae,Arenaria,Forb,0.07,1826.5,685.8527132,F,H,NA,PD,herb-weed,temperate deciduous forest,1019,10356,no,PD,PD
Argemone polyanthemos,(Fedde) Ownbey,Ranunculales,Papaveraceae,Argemone,Forb,3.3,673.5,207.1705426,NA,NA,NA,NA,NA,NA,NA,NA,no,MPD,MPD
Aristida purpurea,Nutt.,Poales,Poaceae,Aristida,Graminoid,0.96,801.5,287.0155039,F,H,No,NA,NA,NA,NA,NA,no,NA,NA
Armeria maritima,(Mill.) Willd.,Caryophyllales,Plumbaginaceae,Armeria,Forb,1.18,1606,604.2635659,F,H,NA,PD,herbaceous,"boreal, north-temperatured subalpine",1032,12287,no,PD,PD
Arrhenatherum elatius,(L.) P.Beauv. ex J.Presl & C.Presl.,Poales,Poaceae,Arrhenatherum,Graminoid,2.8,2131.5,813.7596899,F,H,No,NA,NA,NA,NA,NA,no,NA,NA
Artemisia californica,Less.,Asterales,Asteraceae,Artemisia,Forb,0.06,920,338.372093,F,W,No,PD,shrub,matorral,1002,6510,no,PD,PD
Artemisia campestris,L.,Asterales,Asteraceae,Artemisia,Forb,0.1,1984,759.6899225,F,NA,No,PD,Herbaceous/Shrub,Non-Saline Sands,1120,13524,yes,PD,PD
Artemisia filifolia,Torr.,Asterales,Asteraceae,Artemisia,Woody,0.2508,1274.5,461.0465116,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA
Artemisia frigida,Willd.,Asterales,Asteraceae,Artemisia,Forb,0.08,891.5,335.8527132,NA,NA,NA,ND,shrub,woodland,1039,12085,yes,ND,ND
Artemisia ludoviciana,Nutt.,Asterales,Asteraceae,Artemisia,Forb,0.11,1937,730.2325581,F,H,NA,NA,NA,NA,NA,NA,no,NA,NA
Artemisia nova,A.Nelson,Asterales,Asteraceae,Artemisia,,1.6076,459.5,120.3488372,NA,NA,NA,PD,shrub,temperate desert,1028,11295,no,PD,PD
Artemisia ordosica,Krasch.,Asterales,Asteraceae,Artemisia,,NA,530.5,151.744186,NA,NA,NA,PD,shrub,temperate grassland,1022,10649,yes,PD,PD
Artemisia tridentata,Nutt.,Asterales,Asteraceae,Artemisia,,0.5,1416,525.1937984,F,W,No,PD,shrub,temperate desert,1028,11297,no,PD,PD
Asclepias fascicularis,Decne.,Gentianales,Apocynaceae,Asclepias,,5.169,1123.5,417.248062,NA,NA,NA,PD,forb,temperate grassland,1024,10741,no,PD,PD
Aspidosperma pyrifolium,Mart.,Gentianales,Apocynaceae,Aspidosperma,,NA,1329,377.1317829,F,W,NA,ND,Tree,Tropical Deciduous,918,4312,no,ND,ND
Astartea ambigua,F.Muell.,Myrtales,Myrtaceae,Astartea,,0.65504,499.5,67.63565891,F,W,NA,NA,NA,NA,NA,NA,no,NA,PD
Astragalus bisulcatus,(Hook.) A.Gray,Fabales,Fabaceae,Astragalus,,3.758,666.5,196.3178295,F,NA,Yes,PY,forb,temperate grassland,1024,10757,no,PY,PY
Astragalus canadensis,L.,Fabales,Fabaceae,Astragalus,,2,945.5,288.5658915,NA,NA,NA,PY,forb,temperate grassland,1024,10758,no,PY,PY
Astragalus drummondii,Hook.,Fabales,Fabaceae,Astragalus,,4.5565,492,95.73643411,NA,NA,NA,NA,NA,NA,NA,NA,no,PY,PY
Astragalus laxmannii,Jacq.,Fabales,Fabaceae,Astragalus,,1.43,568,168.9922481,NA,NA,NA,NA,NA,NA,NA,NA,no,PY,PY
Athanasia crithmifolia,(L.) L.,Asterales,Asteraceae,Athanasia,,0.181,660.5,155.2325581,F,NA,NA,NA,NA,NA,NA,NA,no,NA,NA
Atriplex canescens,(Pursh) Nutt.,Caryophyllales,Amaranthaceae,Atriplex,,8.5,1217.5,453.2945736,F,W,No,PD,shrub,"hot semidesert, desert",928,5677,yes,PD,PD
Atriplex confertifolia,(Torr. & Frém.) S.Watson,Caryophyllales,Amaranthaceae,Atriplex,,7.33,739,265.503876,NA,NA,NA,PD,shrub,temperate desert,1028,11301,no,PD,PD
Atriplex gardneri,(Moq.) Standl.,Caryophyllales,Amaranthaceae,Atriplex,,7.356,351.5,71.12403101,NA,NA,NA,PD,shrub,temperate desert,1028,11302,no,PD,PD
Atriplex lentiformis,(S.Watson) H.M.Hall & Clem.,Caryophyllales,Amaranthaceae,Atriplex,,NA,315.5,97.09302326,NA,NA,NA,PD,shrub,temperate desert,1028,11304,no,PD,PD
Atriplex semibaccata,R.Br.,Caryophyllales,Amaranthaceae,Atriplex,,4.3,1078.5,417.248062,F,W,No,PD,Halophyte,Salt Marsh/Desert,1113,13277,no,PD,PD
Atriplex vesicaria,Heward ex Benth.,Caryophyllales,Amaranthaceae,Atriplex,,5.77,463.5,157.5581395,F,W,NA,PD,Halophyte,Salt Marsh/Desert,1113,13279,no,PD,PD
Atriplex vestita,(Thunb.) Aellen,Caryophyllales,Amaranthaceae,Atriplex,,1.262,452,170.5426357,F,NA,NA,NA,NA,NA,NA,NA,no,NA,NA
Avena barbata,Pott ex Link,Poales,Poaceae,Avena,,19,1033,399.6124031,F,H,No,NA,NA,NA,NA,NA,no,NA,NA
Babiana NA,,Asparagales,Iridaceae,Babiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA
Baileya multiradiata,Harv. & A.Gray ex Torr.,Asterales,Asteraceae,Baileya,,0.87956,519.5,176.1627907,F,NA,NA,NA,NA,NA,NA,NA,no,NA,NA
Balsamorhiza sagittata,(Pursh) Nutt.,Asterales,Asteraceae,Balsamorhiza,,5.54,934,293.0232558,F,NA,NA,PD,herbaceous,"boreal, north-temperatured subalpine",1032,12325,yes,PD,PD
Banksia caleyi,R.Br.,Proteales,Proteaceae,Banksia,,76.9628,623,104.6511628,F,W,NA,PD,shrub,matorral,1002,6549,no,PD,PD
Banksia media,R.Br.,Proteales,Proteaceae,Banksia,,39.65,829.5,230.4263566,F,W,NA,PD,shrub,matorral,1002,6564,no,PD,PD
Boltonia asteroides,(L.) L'Hér.,Asterales,Asteraceae,Boltonia,,0.4,1425.5,436.2403101,F,NA,NA,PD,herb-nonweed,temperate deciduous forest,1018,10048,no,PD,PD
Bouteloua curtipendula,(Michx.) Torr.,Poales,Poaceae,Bouteloua,,1.3,1319,475.1937984,F,H,No,PD,graminoid,temperate grassland,1025,11123,no,PD,PD
Briza media,L.,Poales,Poaceae,Briza,,0.5,1407.5,431.2015504,F,H,No,ND,herb-weed,temperate deciduous forest,1019,10380,yes,ND,ND
Bromus carinatus,Hook. & Arn.,Poales,Poaceae,Bromus,,6.95,2392.5,906.3953488,F,H,NA,NA,NA,NA,NA,NA,no,NA,NA
Bromus erectus,Huds.,Poales,Poaceae,Bromus,,4.55,1159,337.5968992,F,H,No,NA,NA,NA,NA,NA,no,NA,NA
Bromus inermis,Leyss.,Poales,Poaceae,Bromus,,2.9,1415.5,501.3565891,F,H,No,ND,Herbaceous/Shrub,Non-Saline Sands,1120,13531,no,ND,ND
Bromus marginatus,Nees ex Steud.,Poales,Poaceae,Bromus,,10.42,1494.5,514.5348837,F,NA,NA,NA,NA,NA,NA,NA,no,NA,NA
Bromus rubens,L.,Poales,Poaceae,Bromus,,2.8,1120,424.8062016,F,H,NA,PD,herbaceous annuals weed,"hot semidesert, desert",932,6078,no,PD,PD
Bromus setifolius,J.Presl,Poales,Poaceae,Bromus,,5.85,1056,368.9922481,F,H,NA,NA,NA,NA,NA,NA,no,NA,NA
Buchloe dactyloides,(Nutt.) Engelm.,Poales,Poaceae,Buchloe,,7.77,881,317.0542636,NA,NA,NA,PD,graminoid,temperate grassland,1025,11130,no,PD,PD
Bunias orientalis,L.,Brassicales,Brassicaceae,Bunias,,24.7184,1133.5,397.0930233,F,H,No,NA,NA,NA,NA,NA,no,NA,NA
Calamovilfa longifolia,(Hook.) Scribn.,Poales,Poaceae,Calamovilfa,,1.08664,712.5,166.0852713,F,H,No,PD,Herbaceous/Shrub,Non-Saline Sands,1120,13533,yes,PD,PD
Calandrinia ciliata,(Ruiz & Pav.) DC.,Caryophyllales,Portulacaceae,Calandrinia,,0.51,1514.5,586.627907,F,NA,NA,NA,NA,NA,NA,NA,no,NA,NA
Callitris preissii,Miq.,Pinales,Cupressaceae,Callitris,,12.18,779,236.8217054,F,W,NA,ND,shrub,matorral,1002,6629,yes,ND,ND
Calothamnus gracilis,R.Br. ex W.T.Aiton,Myrtales,Myrtaceae,Calothamnus,,0.36,647.5,166.4728682,NA,NA,NA,PD,shrub,matorral,1002,6632,no,PD,PD
Calothamnus quadrifidus,R.Br. ex W.T.Aiton,Myrtales,Myrtaceae,Calothamnus,,1.35,831,231.0077519,F,W,No,ND,shrub,matorral,1002,6634,no,ND,ND
Campanula glomerata,L.,Asterales,Campanulaceae,Campanula,,0.16,1296,432.9457364,F,H,No,PD,herbaceous,"boreal, north-temperatured subalpine",1032,12351,no,PD,PD
Campanula patula,L.,Asterales,Campanulaceae,Campanula,,0.0239,1243,338.7596899,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA
Campanula persicifolia,L.,Asterales,Campanulaceae,Campanula,,0.1,1176,316.2790698,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA
Campanula rapunculoides,L.,Asterales,Campanulaceae,Campanula,,0.2,1366.5,403.6821705,F,H,NA,PD,herb-weed,temperate deciduous forest,1019,10386,no,PD,PD
Cardamine pratensis,L.,Brassicales,Brassicaceae,Cardamine,,0.54,1522.5,562.9844961,F,H,NA,NA,NA,NA,NA,NA,no,PD,PD
Carex foenea,Willd.,Poales,Cyperaceae,Carex,,1.344,1676,543.0232558,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA
Carlina vulgaris,L.,Asterales,Asteraceae,Carlina,,1.26,1196.5,323.0620155,F,H,NA,PD,herb-nonweed,temperate deciduous forest,1018,10092,no,PD,PD
Carthamus lanatus,L.,Asterales,Asteraceae,Carthamus,,11,1037.5,350.5813953,F,H,NA,NA,NA,NA,NA,NA,no,NA,NA
Carum carvi,L.,Apiales,Apiaceae,Carum,,2.25,1431.5,548.255814,F,H,No,MPD,herb-nonweed,temperate deciduous forest,1018,10093,no,MPD,MPD
Castilleja applegatei,Fernald,Lamiales,Orobanchaceae,Castilleja,,0.246,1035,360.8527132,P,NA,NA,PD,herbaceous,"boreal, north-temperatured subalpine",1032,12380,no,PD,PD
Cenchrus ciliaris,L.,Poales,Poaceae,Cenchrus,,1.4,1650,639.5348837,F,H,No,PD,herbaceous weed,"tropical savannas (dry woodlands, grasslands)",926,5356,yes,PD,PD
Centaurea jacea,L.,Asterales,Asteraceae,Centaurea,,1.53,1371.5,425.3875969,F,H,No,NA,NA,NA,NA,NA,no,PD,PD
Centaurea pannonica,(Heuff.) Hayek,Asterales,Asteraceae,Centaurea,,NA,896.5,162.9844961,NA,NA,NA,NA,NA,NA,NA,NA,no,PD,PD
